# CC-CEDICT derived pinyin index; fields: pinyin\tsimplified\ttraditional
airenruji	爱人如己	愛人如己
airong	哀荣	哀榮
airong	艾绒	艾絨
airuibadi	艾瑞巴蒂	艾瑞巴蒂
aisai	埃塞	埃塞
aisaiebiya	埃塞俄比亚	埃塞俄比亞
aisaiebiyajie	埃塞俄比亚界	埃塞俄比亞界
aisaikesi	艾赛克斯	艾賽克斯
aisake	艾萨克	艾薩克
aisakeniudun	艾萨克·牛顿	艾薩克·牛頓
aisen	埃森	埃森
aisenhaoweier	艾森豪威尔	艾森豪威爾
aisennahe	埃森纳赫	埃森納赫
aisenzhe	埃森哲	埃森哲
aishang	爱上	愛上
aishang	哀伤	哀傷
aishaniya	爱沙尼亚	愛沙尼亞
aisheishei	爱谁谁	愛誰誰
aishen	爱神	愛神
aishengtanqi	唉声叹气	唉聲嘆氣
aishi	哀失	哀失
aishi	碍事	礙事
aishi	艾实	艾實
aishijian	挨时间	挨時間
aishouaijiao	碍手碍脚	礙手礙腳
aishu	矮树	矮樹
aishuo	挨说	挨說
aisi	哀思	哀思
aisibing	爱死病	愛死病
aisijimo	爱斯基摩	愛斯基摩
aisikuduo	埃斯库多	埃斯庫多
aisikuluosi	埃斯库罗斯	埃斯庫羅斯
aisitehaqi	埃斯特哈齐	埃斯特哈齊
aisitelang	埃斯特朗	埃斯特朗
aisuan	嗳酸	噯酸
aita	埃塔	埃塔
aita	艾塔	艾塔
aitan	哀叹	哀嘆
aitan	艾炭	艾炭
aite	艾特	艾特
aitenahuoshan	埃特纳火山	埃特納火山
aiti	挨踢	挨踢
aitiao	艾条	艾條
aitiaojiu	艾条灸	艾條灸
aitiaoquezhuojiu	艾条雀啄灸	艾條雀啄灸
aitiaowenhejiu	艾条温和灸	艾條溫和灸
aitong	哀痛	哀痛
aitong	哀恸	哀慟
aitouzi	挨头子	挨頭子
aiwan	哀婉	哀婉
aiwanting	爱晚亭	愛晚亭
aiweihui	爱卫会	愛衛會
aiweikou	碍胃口	礙胃口
aiweiwei	艾未未	艾未未
aiweiyang	爱维养	愛維養
aiwen	埃文	埃文
aiwen	爱问	愛問
aiwenhepansitelatefu	埃文河畔斯特拉特福	埃文河畔斯特拉特福
aiwensi	埃文斯	埃文斯
aiwowo	爱窝窝	愛窩窩
aiwowo	艾窝窝	艾窩窩
aiwujiniao	爱屋及鸟	愛屋及鳥
aiwujiwu	爱屋及乌	愛屋及烏
aixi	爱惜	愛惜
aixian	爱现	愛現
aixiao	矮小	矮小
aixiaojinghan	矮小精悍	矮小精悍
aixibao	癌细胞	癌細胞
aixin	爱心	愛心
aixing	矮星	矮星
aixingxing	矮行星	矮行星
aixinjueluo	爱新觉罗	愛新覺羅
aixinsan	爱心伞	愛心傘
aixiyumao	爱惜羽毛	愛惜羽毛
aixu	埃叙	埃敘
aiya	哎呀	哎呀
aiyan	挨延	挨延
aiyan	碍眼	礙眼
aiyan	哀艳	哀艷
aiyan	哀艳	哀豔
aiyangmei	矮杨梅	矮楊梅
aiye	艾叶	艾葉
aiyetan	艾叶炭	艾葉炭
aiyeyou	艾叶油	艾葉油
aiyi	爱意	愛意
aiyinhuowen	埃因霍温	埃因霍溫
aiyinsitan	爱因斯坦	愛因斯坦
aiyo	哎哟	哎喲
aiyo	哎唷	哎唷
aiyou	矮油	矮油
aiyou	哎呦	哎呦
aiyou	艾鼬	艾鼬
aiyouteng	爱优腾	愛優騰
aiyu	爱玉	愛玉
aiyu	碍于	礙於
aiyuan	哀怨	哀怨
aiyubing	爱玉冰	愛玉冰
aiyudong	爱玉冻	愛玉凍
aiyue	哀乐	哀樂
aiyue	爱乐	愛樂
aiyueyuetuan	爱乐乐团	愛樂樂團
aiyuzi	爱玉子	愛玉子
aizai	挨宰	挨宰
aizeng	爱憎	愛憎
aizengfenming	爱憎分明	愛憎分明
aizhe	挨着	挨著
aizheng	挨整	挨整
aizheng	癌症	癌症
aizhi	爱知	愛知
aizhiruming	爱之如命	愛之如命
aizhu	艾炷	艾炷
aizhuangsu	矮壮素	矮壯素
aizhujiu	艾炷灸	艾炷灸
aizi	哀子	哀子
aizi	矮子	矮子
aizi	爱子	愛子
aizi	爱滋	愛滋
aizi	艾滋	艾滋
aizibing	爱滋病	愛滋病
aizibing	艾滋病	艾滋病
aizibingbingdu	艾滋病病毒	艾滋病病毒
aizibingdu	爱滋病毒	愛滋病毒
aizibingdu	艾滋病毒	艾滋病毒
aizilibajiangjun	矮子里拔将军	矮子裡拔將軍
aizou	挨揍	挨揍
ajiadier	阿加迪尔	阿加迪爾
ajiashakelisidi	阿加莎·克里斯蒂	阿加莎·克里斯蒂
ajiawei	阿加维	阿加維
ajimide	阿基米德	阿基米德
ajinkuer	阿金库尔	阿金庫爾
aka	A咖	A咖
aka	阿卡	阿卡
akabeila	阿卡贝拉	阿卡貝拉
akadi	阿卡提	阿卡提
akadiya	阿卡迪亚	阿卡迪亞
akadiyadaxue	阿卡迪亚大学	阿卡迪亞大學
akaliusi	阿喀琉斯	阿喀琉斯
akapuerke	阿卡普尔科	阿卡普爾科
akela	阿克拉	阿克拉
akelun	阿克伦	阿克倫
akelunhe	阿克伦河	阿克倫河
akense	阿肯色	阿肯色
akensedaxue	阿肯色大学	阿肯色大學
akesai	阿克塞	阿克塞
akesaihasakezuzizhixian	阿克塞哈萨克族自治县	阿克塞哈薩克族自治縣
akesaiqin	阿克赛钦	阿克賽欽
akesaixian	阿克塞县	阿克塞縣
akesu	阿克苏	阿克蘇
akesudiqu	阿克苏地区	阿克蘇地區
akesuhe	阿克苏河	阿克蘇河
akesushi	阿克苏市	阿克蘇市
aketao	阿克陶	阿克陶
aketaoxian	阿克陶县	阿克陶縣
akongjiagua	阿空加瓜	阿空加瓜
akongjiaguashan	阿空加瓜山	阿空加瓜山
akuina	阿奎纳	阿奎納
ala	阿拉	阿拉
alabama	阿拉巴马	阿拉巴馬
alabo	阿拉伯	阿拉伯
alabobandao	阿拉伯半岛	阿拉伯半島
alabogongtongshichang	阿拉伯共同市场	阿拉伯共同市場
alaboguojialianmeng	阿拉伯国家联盟	阿拉伯國家聯盟
alabohai	阿拉伯海	阿拉伯海
alabohuixiang	阿拉伯茴香	阿拉伯茴香
alabojiao	阿拉伯胶	阿拉伯膠
alabolianhedagongguo	阿拉伯联合大公国	阿拉伯聯合大公國
alabolianheqiuzhangguo	阿拉伯联合酋长国	阿拉伯聯合酋長國
alaboren	阿拉伯人	阿拉伯人
alaboshuzi	阿拉伯数字	阿拉伯數字
alabotang	阿拉伯糖	阿拉伯糖
alabowen	阿拉伯文	阿拉伯文
alaboyu	阿拉伯语	阿拉伯語
alading	阿拉丁	阿拉丁
alaer	阿拉尔	阿拉爾
alaershi	阿拉尔市	阿拉爾市
alafate	阿拉法特	阿拉法特
alafulahai	阿拉弗拉海	阿拉弗拉海
alaganshanmai	阿拉干山脉	阿拉干山脈
alai	阿来	阿來
alaiman	阿莱曼	阿萊曼
alaiqibingchuan	阿莱奇冰川	阿萊奇冰川
alamiyu	阿拉米语	阿拉米語
alamo	阿拉摩	阿拉摩
alamutu	阿拉木图	阿拉木圖
alan	阿兰	阿蘭
alanre	阿兰若	阿蘭若
alanwen	阿兰文	阿蘭文
alashan	阿拉善	阿拉善
alashankou	阿拉山口	阿拉山口
alashankoushi	阿拉山口市	阿拉山口市
alashanmeng	阿拉善盟	阿拉善盟
alashanyouqi	阿拉善右旗	阿拉善右旗
alashanzuoqi	阿拉善左旗	阿拉善左旗
alasi	阿拉斯	阿拉斯
alasijia	阿拉斯加	阿拉斯加
alasijiadaxue	阿拉斯加大学	阿拉斯加大學
alasijiaxueqiaoquan	阿拉斯加雪橇犬	阿拉斯加雪橇犬
alatasi	阿拉塔斯	阿拉塔斯
alawa	阿拉瓦	阿拉瓦
aletai	阿勒泰	阿勒泰
aletaidiqu	阿勒泰地区	阿勒泰地區
aletaishi	阿勒泰市	阿勒泰市
ali	阿里	阿里
alian	阿莲	阿蓮
alianqiu	阿联酋	阿聯酋
alianqiuhangkong	阿联酋航空	阿聯酋航空
alianqiuzhangguo	阿联酋长国	阿聯酋長國
alianqu	阿莲区	阿蓮區
alibaba	阿里巴巴	阿里巴巴
alidiqu	阿里地区	阿里地區
aliefu	阿列夫	阿列夫
aliekexisi	阿列克西斯	阿列克西斯
alikante	阿利坎特	阿利坎特
alilang	阿里郎	阿里郎
alingdunguojiagongmu	阿灵顿国家公墓	阿靈頓國家公墓
alishan	阿里山	阿里山
alisituofen	阿里斯托芬	阿里斯托芬
aliteng	阿利藤	阿利藤
aliushenqundao	阿留申群岛	阿留申群島
aliyana	阿丽亚娜	阿麗亞娜
aluba	阿鲁巴	阿魯巴
alukeerqin	阿鲁科尔沁	阿魯科爾沁
alukeerqinqi	阿鲁科尔沁旗	阿魯科爾沁旗
alun	阿伦	阿倫
alunaqiaerbang	阿鲁纳恰尔邦	阿魯納恰爾邦
alundaer	阿伦达尔	阿倫達爾
aluofei	阿洛菲	阿洛菲
aluohan	阿罗汉	阿羅漢
aluoyue	阿罗约	阿羅約
ama	阿妈	阿媽
ama	阿嬷	阿嬤
aman	阿曼	阿曼
amangna	阿芒拿	阿芒拿
amani	阿玛尼	阿瑪尼
amanwan	阿曼湾	阿曼灣
amaoagou	阿猫阿狗	阿貓阿狗
amei	阿妹	阿妹
ameiensi	阿美恩斯	阿美恩斯
ameiniya	阿美尼亚	阿美尼亞
ameizu	阿美族	阿美族
amen	阿们	阿們
amen	阿门	阿門
ameng	阿盟	阿盟
ameng	阿蒙	阿蒙
amiao	阿秒	阿秒
amiba	阿米巴	阿米巴
amibabing	阿米巴病	阿米巴病
amibaliji	阿米巴痢疾	阿米巴痢疾
amibayuanchong	阿米巴原虫	阿米巴原蟲
aminadabu	阿米纳达布	阿米納達布
aming	阿明	阿明
amoniya	阿摩尼亚	阿摩尼亞
amoniyashui	阿摩尼亚水	阿摩尼亞水
amosishu	阿摩司书	阿摩司書
amoxilin	阿莫西林	阿莫西林
amuerhe	阿穆尔河	阿穆爾河
amuerzhou	阿穆尔州	阿穆爾州
amuhala	阿姆哈拉	阿姆哈拉
amuhe	阿姆河	阿姆河
amulin	阿木林	阿木林
amusitedan	阿姆斯特丹	阿姆斯特丹
